Date,Department,Ma_nhom_NSP1,NSP1_Name,NSP2_Name,NSP1_Code,NSP2_Code,Deliver
2023-07-31,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,136473120.0
2023-09-14,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,185500.0
2022-03-30,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,3850000.0
2021-09-23,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,18201600.0
2024-07-22,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,1544400.0
2023-11-04,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,7103100.0
2020-12-26,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,629400.0
2024-12-27,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,7178164.0
2024-12-04,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,8862600.0
2021-11-25,PXK,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,1444142700.0
2021-07-14,BH1,L5,5- SP IOT,IoT,A005,B013,820700.0
2023-07-11,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,2858720544.0
2023-01-18,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,5463000.0
2021-09-20,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3098634000.0
2024-08-19,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,490200.0
2022-11-25,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,47764256.6
2022-07-29,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,108841000.0
2023-02-26,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,233343600.0
2020-12-03,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,196624800.0
2022-06-09,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,64583128.0
2024-09-20,BH2,L5,5- SP IOT,IoT,A005,B013,39263100.0
2022-08-22,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,2750000.0
2024-12-19,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,4627064109.0
2023-10-11,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,71300.0
2023-05-30,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,3965500.0
2024-05-30,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,79165000.0
2022-12-18,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,10555500.0
2024-06-12,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,6571350700.0
2020-07-16,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,3440000.0
2022-04-01,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,890414240.0
2024-06-13,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,19049040.0
2024-07-18,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,30729328.0
2022-02-24,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1190567880.0
2020-10-16,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,167000.0
2021-09-15,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,140874400.0
2024-09-25,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1246150500.0
2024-11-05,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,25670800.0
2021-04-26,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,1948420.0
2023-11-27,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,851060028.0
2024-01-10,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,7378237.0
2024-09-13,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,129931500.0
2024-03-18,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,32587700.0
2023-11-08,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2378238860.0
2021-05-14,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,3617000.0
2022-04-17,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,371748000.0
2023-04-15,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,986600.0
2024-01-16,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,203337000.0
2023-07-26,BH2,L5,5- SP IOT,IoT,A005,B013,59109880.0
2022-09-30,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,19754121316.0
2021-03-02,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,1380129540.0
2020-12-22,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1258632040.0
2022-09-10,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,109866000.0
2023-12-31,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,30439499.99
2023-08-16,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,637200.0
2020-12-28,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,34756400.0
2023-06-16,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,55196400.0
2021-10-19,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,51966250.0
2023-05-15,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,14914200.0
2022-05-17,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,52172800.0
2021-03-02,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,353581660.0
2023-05-19,PXK,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,340280190.0
2024-08-05,BH1,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,213150000.0
2023-08-11,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,4422000.0
2021-05-04,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,4300000.0
2023-05-30,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,14891471124.0
2024-06-26,BH2,L5,5- SP IOT,IoT,A005,B013,72700390.13
2025-02-10,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,797788196.0
2023-09-30,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,4190668.0
2023-08-22,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,29776296.0
2023-11-19,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,176995200.0
2021-05-28,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3839555200.0
2020-12-12,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,1147326100.0
2022-03-31,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1049045900.0
2024-07-01,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,152558400.0
2021-07-22,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,191770500.0
2020-10-05,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,1272600.0
2024-02-17,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,2067600.0
2021-09-25,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,11550000.0
2022-06-08,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,892314150.0
2022-07-22,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,6228652.0
2023-03-24,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,0.0
2021-05-17,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,168812916.3
2024-07-13,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,200883600.0
2023-11-30,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,305082492.0
2020-10-05,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,31088000.0
2024-12-12,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,4460356500.0
2020-11-27,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,4307250.0
2023-07-20,BH2,L5,5- SP IOT,IoT,A005,B013,5565000.0
2021-08-12,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,25797000.0
2020-06-03,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,12200000.0
2021-12-20,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,7096500.0
2022-10-14,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,73845710.01
2024-07-16,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,73199510.0
2024-07-19,BH1,L5,5- SP IOT,IoT,A005,B013,99160000.0
2024-10-23,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,291846100.0
2020-08-06,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,9681600.0
2020-12-15,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1384415220.0
2021-02-25,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,548923780.0
2023-10-10,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3351118800.0
2022-01-03,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,74001100.0
2020-10-09,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,36840080.0
2023-07-24,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,13691514.0
2022-08-17,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,9129416.575
2023-03-09,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,678000.0
2024-03-23,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,38058700.0
2022-01-04,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1270692300.0
2024-01-26,PXK,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1052318093.0
2021-11-19,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,754534688.0
2023-05-18,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,1140000.0
2022-09-17,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,189815.0
2023-01-03,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,915965247.0
2021-08-31,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,2362519321.0
2021-02-05,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,280703630.0
2022-02-12,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,54530000.0
2022-01-23,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,31980000.0
2024-08-03,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,4241850.0
2020-08-30,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,471600.0
2022-10-13,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,40365300.0
2021-07-30,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,756000.0
2020-06-30,BH1,L5,5- SP IOT,IoT,A005,B013,616500.0
2023-03-03,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,25290000.0
2024-08-10,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,49118850.0
2023-12-11,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,48670918.53
2023-03-01,BH1,L5,5- SP IOT,IoT,A005,B013,15592818.36
2022-01-03,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,27348000.0
2025-02-21,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,371283400.0
2024-02-06,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,28890518.54
2024-07-02,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,593482524.0
2021-07-05,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,59160000.0
2022-02-28,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,3990000.0
2024-07-23,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,19483200.0
2021-06-17,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,29842300.0
2024-03-18,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,77080700.0
2023-08-23,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,6979000.0
2020-06-27,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,45364200.0
2020-06-30,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,69185100.0
2024-06-01,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,615000.0
2024-08-09,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,1217000.0
2022-08-28,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,31630000.0
2023-10-02,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,175355200.0
2024-05-06,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,340082500.0
2022-05-24,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,187000.0
2025-01-10,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,54487870.0
2022-01-01,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,3234069558.0
2024-11-15,BH2,L5,5- SP IOT,IoT,A005,B013,13492171.4
2024-11-25,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,366949500.0
2022-10-11,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,83810921.66
2021-03-09,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,3816500.0
2022-01-11,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,388808000.0
2022-09-01,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,11286000.0
2024-08-06,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,19691000.0
2022-09-12,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,8769800.0
2024-07-17,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,24035900.0
2023-02-15,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,16676369.0
2020-07-31,BH1,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,1724415.0
2020-07-03,PXK,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,752923800.0
2022-11-12,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,5834556.0
2021-03-15,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,59061900.0
2021-01-12,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,1224325000.0
2023-05-27,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,13410000.0
2021-02-22,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,1314667440.0
2024-01-03,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,437410000.0
2024-03-06,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,89292100.0
2023-08-27,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,2354400.0
2022-08-12,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,4185000.0
2020-12-12,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,29175000.0
2022-09-07,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,806864400.0
2023-12-06,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,6648000.0
2024-10-03,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,45736000.0
2023-12-22,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,60075300.0
2024-03-25,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,6803012307.0
2022-04-21,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,284486300.0
2021-07-13,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,37000.0
2025-01-14,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,50361948.0
2023-04-27,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,47702856.0
2023-03-19,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,8910000.0
2024-02-23,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,2321978400.0
2024-06-24,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,23143000.0
2022-05-21,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,75250995.16
2021-04-26,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3237235300.0
2020-11-30,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,7225400.0
2021-10-25,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,34546000.0
2025-01-16,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,18436099.0
2021-07-14,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,116112880.0
2022-05-23,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1623394690.0
2021-03-28,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,65304000.0
2022-01-05,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,1920000.0
2022-12-08,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,495068858.0
2023-03-29,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,200926.0
2022-08-18,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,50630000.0
2024-09-07,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,131164000.0
2021-07-26,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,1039492800.0
2021-07-27,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,92220000.0
2021-12-06,BH2,L5,5- SP IOT,IoT,A005,B013,440000.0
2025-02-22,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,2323000.0
2024-11-13,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,212699300.0
2024-09-13,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,434507704.2
2024-05-06,BH2,L5,5- SP IOT,IoT,A005,B013,1750000.0
2024-05-31,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,2199932656.0
2023-10-20,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,185038273.0
2023-12-12,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,228000.0
2023-09-07,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,62684276.0
2024-12-14,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,10391810600.0
2020-08-14,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,14470000.0
2020-08-04,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,5571000.0
2022-01-14,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,5466655724.0
2024-08-03,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,1203400.0
2020-07-07,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,54956600.0
2021-04-21,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,79375100.0
2021-11-01,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,20304000.0
2022-07-02,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,18091800.0
2022-08-04,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,48870000.0
2025-01-13,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,6715000.0
2024-07-29,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,148446400.0
2023-05-17,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,233097100.0
2024-10-24,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,3165900.0
2023-05-25,PXK,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,2004787930.0
2021-02-04,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,325354360.0
2023-07-10,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,33382500.0
2024-11-28,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,10732000.0
2024-10-16,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,713000.0
2020-10-19,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,173166800.0
2021-09-28,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,393203064.0
2022-11-17,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,2750000.0
2022-01-07,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,674000.0
2024-12-03,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,15833600.0
2020-09-18,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,369262000.0
2020-09-07,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,175841100.0
2022-10-19,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,4037277415.0
2022-04-22,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,121891000.0
2021-04-24,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,34754600.0
2022-07-05,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,823765194.0
2024-02-26,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,212235533.2
2024-12-22,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,2666340067.0
2024-07-09,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,2548000.0
2024-01-17,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,275601800.0
2024-10-26,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,50844300.0
2023-12-25,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,352584676.0
2020-07-15,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,2541000.0
2024-08-05,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,2808370452.0
2025-01-06,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,28334800.0
2020-11-21,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,1257875000.0
2023-12-23,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,7892000.0
2023-08-24,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3093360600.0
2021-01-13,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,199732800.0
2021-06-22,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,4050400.0
2022-04-08,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,427204400.0
2020-11-25,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,4594600.0
2024-11-26,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,11401000.0
2024-08-14,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,13466850.0
2025-02-25,BH1,L5,5- SP IOT,IoT,A005,B013,9406945.455
2021-08-07,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,51615900.0
2022-07-26,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,10494370.0
2024-01-06,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2433391130.0
2021-10-09,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,326865493.0
2024-07-20,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,42694574.0
2023-10-31,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,911440594.0
2023-10-16,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,36277500.0
2023-05-15,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,36093800.0
2021-10-26,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,4296994557.0
2024-05-28,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,54587000.0
2024-08-25,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,377290000.0
2021-06-16,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,142659600.0
2023-08-16,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,159706000.0
2025-02-21,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,850039490.0
2020-09-27,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,6100000.0
2022-03-16,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,7378800.0
2021-01-02,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,144984800.0
2021-07-08,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,2400000.0
2024-08-10,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,19836000.0
2021-10-23,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,369245200.0
2021-09-21,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,1623652448.0
2020-09-19,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,633326710.0
2024-09-24,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,448070598.0
2023-05-03,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2032712931.0
2020-09-21,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1619000.0
2021-08-12,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,28654000.0
2023-06-03,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,25713000.0
2021-02-01,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,112333200.0
2020-10-13,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,5686500.0
2021-07-15,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,3568800.0
2023-06-07,BH2,L5,5- SP IOT,IoT,A005,B013,4621455.0
2021-09-21,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,7421000.0
2023-12-13,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,24610700.0
2025-02-12,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,19444100.0
2023-04-18,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,422596200.0
2022-05-14,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,248463560.0
2021-10-02,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,3484800.0
2024-01-30,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,8082000.0
2024-12-06,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,2600000.0
2024-01-09,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,1223670600.0
2024-10-02,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,3693600.0
