Date,Department,Ma_nhom_NSP1,NSP1_Name,NSP2_Name,NSP1_Code,NSP2_Code,Deliver,Deliver_Plan,Plan_Type,Created_At
11/2/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3655770997,,,18:23.0
2/19/2024,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1529495600,,,18:23.0
1/12/2024,BH2,L3,3- SP SMART,S?n ph?m n?n t?ng,A003,B018,664275000,,,18:23.0
4/11/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,53284800,,,18:23.0
8/31/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,636000,,,18:23.0
6/14/2021,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,45050800,,,18:23.0
8/23/2023,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,2140740,,,18:23.0
3/18/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,21681000,,,18:23.0
4/18/2024,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,1374429888,,,18:23.0
10/12/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,27750000,,,18:23.0
11/19/2021,BH1,L5,5- SP IOT,IoT,A005,B013,53160383,,,18:23.0
1/9/2023,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,681064067,,,18:23.0
12/24/2021,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,3366000,,,18:23.0
4/2/2024,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,117096652.1,,,18:23.0
3/21/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,29942776,,,18:23.0
1/1/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,112627200,,,18:23.0
12/21/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,490800,,,18:23.0
10/30/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,4135764095,,,18:23.0
11/17/2023,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,454636536,,,18:23.0
2/25/2025,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,605776100,,,18:23.0
8/1/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,16106414,,,18:23.0
6/7/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,792541354,,,18:23.0
12/24/2024,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,292338648,,,18:23.0
9/8/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3684726400,,,18:23.0
9/16/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,11737000,,,18:23.0
6/16/2021,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,229021700,,,18:23.0
3/26/2021,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,17322820,,,18:23.0
8/29/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1204051600,,,18:23.0
5/14/2024,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,3931111,,,18:23.0
1/8/2025,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,613984400,,,18:23.0
4/17/2023,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2821700,,,18:23.0
12/29/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,1184068035,,,18:23.0
11/30/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,5404116,,,18:23.0
7/24/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,3384000,,,18:23.0
10/20/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,54361000,,,18:23.0
10/25/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,4861980,,,18:23.0
3/14/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,7332000,,,18:23.0
2/16/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1389192316,,,18:23.0
10/27/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,246635554.6,,,18:23.0
8/25/2021,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,324224000,,,18:23.0
2/6/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,99105000,,,18:23.0
5/27/2021,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,128613000,,,18:23.0
2/22/2025,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,18788926,,,18:23.0
7/16/2021,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,4480500,,,18:23.0
2/11/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,50459931,,,18:23.0
5/6/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,310108230,,,18:23.0
10/29/2020,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1225656320,,,18:23.0
12/25/2020,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,63988900,,,18:23.0
8/11/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,25978600,,,18:23.0
8/24/2020,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,292916170,,,18:23.0
1/6/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,26173110,,,18:23.0
2/8/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,936856865,,,18:23.0
9/20/2021,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,20894500,,,18:23.0
2/13/2025,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,917809900,,,18:23.0
2/18/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,22591000,,,18:23.0
1/22/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,64474185.21,,,18:23.0
5/13/2021,BH1,L5,5- SP IOT,IoT,A005,B013,720000,,,18:23.0
11/21/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,52320000,,,18:23.0
2/22/2022,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,53092600,,,18:23.0
8/3/2023,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,70904650,,,18:23.0
10/19/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,78476000,,,18:23.0
2/15/2022,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,378697560,,,18:23.0
9/1/2024,PXK,,,,,,,1E+11,Thang,18:23.0
2/22/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,2937600,,,18:23.0
3/10/2022,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,84246000,,,18:23.0
10/3/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,71625900,,,18:23.0
9/29/2020,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,2778100,,,18:23.0
11/10/2020,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,125201100,,,18:23.0
9/21/2021,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,2897800,,,18:23.0
9/29/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,20651400,,,18:23.0
7/8/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,36509700,,,18:23.0
10/6/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,373300200,,,18:23.0
10/1/2024,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,,3.252E+11,Quy,18:23.0
10/21/2020,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,1400000,,,18:23.0
12/11/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,26515407.54,,,18:23.0
11/10/2021,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,386301040,,,18:23.0
10/31/2024,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,13071333.34,,,18:23.0
5/20/2022,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,20714000,,,18:23.0
9/6/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,15966000,,,18:23.0
11/5/2022,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,53838132,,,18:23.0
10/9/2023,BH2,L5,5- SP IOT,IoT,A005,B013,2174500,,,18:23.0
2/2/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3462382400,,,18:23.0
8/1/2024,TMND,L5,5- SP IOT,IoT,A005,B013,,,Thang,18:23.0
11/24/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,1425920,,,18:23.0
6/14/2024,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2860314,,,18:23.0
2/4/2021,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,175664400,,,18:23.0
10/21/2020,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,33460800,,,18:23.0
1/31/2023,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,129947906.9,,,18:23.0
8/16/2023,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,3857600,,,18:23.0
12/1/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,2082799542,,,18:23.0
5/22/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,5148000,,,18:23.0
1/23/2025,BH1,L5,5- SP IOT,IoT,A005,B013,15787900,,,18:23.0
10/24/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,6400500,,,18:23.0
8/6/2021,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,20210500,,,18:23.0
10/11/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,284884610,,,18:23.0
4/17/2024,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,214912300,,,18:23.0
3/2/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,45810700,,,18:23.0
8/17/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,2099385278,,,18:23.0
12/9/2024,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,345832062.9,,,18:23.0
1/27/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,1578240,,,18:23.0
12/3/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1021205400,,,18:23.0
2/26/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,46254640,,,18:23.0
1/6/2025,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,305905280,,,18:23.0
1/19/2022,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,8320000,,,18:23.0
3/2/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,398990024,,,18:23.0
9/26/2023,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,1935183349,,,18:23.0
12/8/2020,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,25528000,,,18:23.0
12/11/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1150500,,,18:23.0
7/7/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,132264900,,,18:23.0
12/26/2022,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,242208476.5,,,18:23.0
6/29/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3054100096,,,18:23.0
3/24/2021,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,300892100,,,18:23.0
7/31/2020,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,17756100,,,18:23.0
10/6/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,3291168532,,,18:23.0
4/8/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,10169000,,,18:23.0
7/9/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1361231480,,,18:23.0
2/17/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,43230040,,,18:23.0
3/29/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,565730240,,,18:23.0
8/13/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,237371300,,,18:23.0
8/21/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1512958569,,,18:23.0
11/13/2024,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,706800,,,18:23.0
6/11/2024,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,201684470,,,18:23.0
11/7/2020,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,922236540,,,18:23.0
1/16/2024,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,335874481.5,,,18:23.0
11/28/2022,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,18051000,,,18:23.0
7/1/2024,CTY,L6,6- KD DV & Tr?i nghi?m KH,KD DV & Tr?i nghi?m KH,A006,B017,,,Quy,18:23.0
8/25/2021,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,123563040,,,18:23.0
3/21/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,71000800,,,18:23.0
9/1/2022,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,77304800,,,18:23.0
9/30/2024,BH1,L5,5- SP IOT,IoT,A005,B013,4306700,,,18:23.0
7/4/2024,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,229347484.8,,,18:23.0
3/28/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,36160000,,,18:23.0
1/15/2021,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1957440,,,18:23.0
12/21/2020,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,463733660,,,18:23.0
12/20/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,659165000,,,18:23.0
7/19/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,12535000,,,18:23.0
7/2/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,12600000,,,18:23.0
7/20/2024,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,596423320,,,18:23.0
4/28/2023,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,5700000,,,18:23.0
1/7/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,8171138000,,,18:23.0
10/12/2020,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,164616000,,,18:23.0
4/2/2022,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,746700,,,18:23.0
8/27/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,4382700,,,18:23.0
5/14/2021,PXK,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,78460926,,,18:23.0
3/11/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,57053600,,,18:23.0
8/29/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,52411700,,,18:23.0
10/21/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,44908518.52,,,18:23.0
9/28/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,7608145660,,,18:23.0
9/16/2021,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,73167900,,,18:23.0
3/9/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,51850900,,,18:23.0
10/9/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,935000,,,18:23.0
11/8/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1159200,,,18:23.0
9/10/2020,BH1,L5,5- SP IOT,IoT,A005,B013,156000,,,18:23.0
12/24/2022,BH2,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,17280000,,,18:23.0
5/16/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,27964200,,,18:23.0
6/17/2023,BH2,L5,5- SP IOT,IoT,A005,B013,1542275,,,18:23.0
2/25/2024,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,146212800,,,18:23.0
4/18/2023,BH2,L5,5- SP IOT,IoT,A005,B013,1516455,,,18:23.0
7/31/2024,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,136814188,,,18:23.0
8/14/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,120094800,,,18:23.0
12/19/2020,BH1,L5,5- SP IOT,IoT,A005,B013,14423000,,,18:23.0
2/22/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,60480096,,,18:23.0
10/1/2023,CTY,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,,1238571000,Thang,18:23.0
7/5/2021,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,45501500,,,18:23.0
8/9/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,978200,,,18:23.0
3/12/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,73631300,,,18:23.0
10/29/2020,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,6640000,,,18:23.0
3/17/2023,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,221340564,,,18:23.0
10/24/2024,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,4616500,,,18:23.0
6/18/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1437234300,,,18:23.0
10/28/2022,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,6511955356,,,18:23.0
5/18/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,714067900,,,18:23.0
4/12/2023,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,100664296,,,18:23.0
6/28/2021,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1144267300,,,18:23.0
4/23/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,1762200,,,18:23.0
11/23/2023,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,7826400,,,18:23.0
9/22/2021,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,12312900,,,18:23.0
3/23/2023,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,27737864,,,18:23.0
12/24/2024,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,401321800,,,18:23.0
8/15/2020,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,337765800,,,18:23.0
5/27/2023,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2528944086,,,18:23.0
10/2/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,1971000,,,18:23.0
1/28/2022,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,18571000,,,18:23.0
7/1/2024,TMND,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,,,Thang,18:23.0
11/15/2021,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,19582000,,,18:23.0
3/31/2024,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,9791741718,,,18:23.0
8/13/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1564923400,,,18:23.0
3/30/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,835655420,,,18:23.0
3/31/2021,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,501833200,,,18:23.0
1/25/2023,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,5416000,,,18:23.0
12/12/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,4579200,,,18:23.0
10/15/2022,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,2200000,,,18:23.0
4/11/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1150000,,,18:23.0
3/10/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,1280000,,,18:23.0
4/11/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,4604764706,,,18:23.0
11/25/2023,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,202471400,,,18:23.0
10/4/2023,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,21533000,,,18:23.0
10/2/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,1800000,,,18:23.0
8/21/2020,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,133319000,,,18:23.0
9/18/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1937981600,,,18:23.0
4/2/2022,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2850000,,,18:23.0
3/18/2022,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,523390772,,,18:23.0
9/19/2022,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,32700000,,,18:23.0
1/11/2023,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,11287232,,,18:23.0
11/26/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,2543000,,,18:23.0
10/5/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,15782000,,,18:23.0
5/21/2021,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,2776440,,,18:23.0
10/14/2021,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,512661520,,,18:23.0
3/8/2022,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,975847900,,,18:23.0
12/21/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,5962000,,,18:23.0
10/11/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,9027044.438,,,18:23.0
6/22/2021,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,7290000,,,18:23.0
7/19/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,22892110,,,18:23.0
12/14/2022,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,58391791.55,,,18:23.0
6/19/2023,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,1083156480,,,18:23.0
2/4/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,145985900,,,18:23.0
12/21/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,133613664,,,18:23.0
12/28/2023,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,127462500,,,18:23.0
7/23/2022,BH1,L5,5- SP IOT,IoT,A005,B013,4802070.4,,,18:23.0
12/1/2023,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,1140800,,,18:23.0
9/26/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,392836457,,,18:23.0
3/19/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,616374340,,,18:23.0
6/28/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,3665649885,,,18:23.0
12/26/2022,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,847929300,,,18:23.0
5/8/2024,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,105857251.1,,,18:23.0
6/30/2024,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,1717870770,,,18:23.0
6/20/2024,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,353031600,,,18:23.0
3/7/2023,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,599615900,,,18:23.0
11/9/2024,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,33134580,,,18:23.0
8/31/2022,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2946500,,,18:23.0
8/9/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,193664840,,,18:23.0
7/28/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2564038660,,,18:23.0
12/20/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1040195519,,,18:23.0
9/23/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,3077772,,,18:23.0
12/19/2022,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,40294800,,,18:23.0
8/10/2021,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,1377000,,,18:23.0
7/23/2021,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,11308400,,,18:23.0
3/23/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1380432110,,,18:23.0
3/19/2022,BH1,L4,4- SP LOCAL,Local,A004,B019,2952000,,,18:23.0
3/25/2022,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,38890800,,,18:23.0
8/27/2022,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,230271720,,,18:23.0
3/19/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,9580307268,,,18:23.0
1/11/2023,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,248900,,,18:23.0
10/16/2023,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,22627500,,,18:23.0
12/18/2021,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,18492900,,,18:23.0
9/23/2023,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2925189360,,,18:23.0
9/16/2021,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,0,,,18:23.0
